*********************************************************************************
Sensor Log file is generated using GNSS/IMU Logger (Version v1.0.0.0)
Sensor Flag- 1 : Accelerometer [m/s2]  2: Gyroscope [rad/s]  3: Magnetometer [μT]
UNIX Epoch timestamp,sensor Flag,x-axis,y-axis,z-axis
*********************************************************************************
1603512093577,1,0.48335266,1.9740753,9.446869 
1603512093577,2,0.14944458,-0.16844177,-0.065475464 
1603512093576,3,-16.996765,-1.040268,66.1499 
1603512093579,1,0.5001068,1.9788666,9.43251 
1603512093579,2,0.13601685,-0.17088318,-0.0642395 
1603512093583,1,0.53359985,1.9956207,9.434906 
1603512093582,2,0.13233948,-0.17456055,-0.0642395 
1603512093585,1,0.5766754,2.0267181,9.43251 
1603512093584,2,0.118896484,-0.17576599,-0.06059265 
1603512093587,1,0.6149597,2.0602264,9.444473 
1603512093587,2,0.107910156,-0.16600037,-0.056915283 
1603512093589,1,0.62213135,2.096115,9.463608 
1603512093589,2,0.09812927,-0.15499878,-0.05204773 
1603512093591,1,0.63648987,2.1439667,9.489929 
1603512093592,2,0.07736206,-0.14402771,-0.045928955 
1603512093594,1,0.64845276,2.182251,9.497116 
1603512093593,2,0.060272217,-0.13912964,-0.042282104 
1603512093596,1,0.67237854,2.2181396,9.492325 
1603512093596,2,0.037078857,-0.12690735,-0.033721924 
1603512093599,1,0.6963043,2.2564392,9.559326 
1603512093599,2,0.018737793,-0.113464355,-0.030044556 
1603512093596,3,-16.996765,-0.69351196,66.31851 
1603512093601,1,0.71784973,2.2612152,9.619141 
1603512093601,2,-8.087158E-4,-0.09881592,-0.022720337 
1603512093603,1,0.7537384,2.2588196,9.681366 
1603512093603,2,-0.02279663,-0.08293152,-0.012954712 
1603512093606,1,0.7920227,2.2636108,9.748352 
1603512093606,2,-0.04600525,-0.07070923,-0.009277344 
1603512093608,1,0.830307,2.2707825,9.793823 
1603512093607,2,-0.064331055,-0.049942017,0.0029296875 
1603512093610,1,0.83987427,2.2755737,9.84407 
1603512093611,2,-0.08509827,-0.030395508,0.013931274 
1603512093613,1,0.8661957,2.2564392,9.887146 
1603512093613,2,-0.10586548,-0.013290405,0.022476196 
1603512093614,1,0.8829498,2.244461,9.889542 
1603512093615,2,-0.12542725,0.0062408447,0.03591919 
1603512093617,1,0.87338257,2.222931,9.9062805 
1603512093618,2,-0.14375305,0.027008057,0.0395813 
1603512093620,1,0.8279114,2.1918182,9.908676 
1603512093620,2,-0.15475464,0.042892456,0.046920776 
1603512093616,3,-16.996765,-0.5203247,66.31851 
1603512093622,1,0.8039856,2.148758,9.92543 
1603512093622,2,-0.16819763,0.06488037,0.0554657 
1603512093624,1,0.76091003,2.1224365,9.944565 
1603512093624,2,-0.1767273,0.08198547,0.059127808 
1603512093626,1,0.70588684,2.0697937,9.958923 
1603512093626,2,-0.18896484,0.09786987,0.06278992 
1603512093629,1,0.66760254,2.0195465,9.949356 
1603512093629,2,-0.1926117,0.11253357,0.06524658 
1603512093631,1,0.6197357,1.976471,9.958923 
1603512093631,2,-0.18896484,0.1247406,0.0713501 
1603512093634,1,0.5790558,1.9453583,9.958923 
1603512093633,2,-0.18284607,0.13452148,0.0713501 
1603512093636,1,0.55752563,1.9262238,9.954147 
1603512093636,2,-0.1816101,0.140625,0.070129395 
1603512093639,1,0.5383911,1.9429779,9.963715 
1603512093638,2,-0.17308044,0.140625,0.06768799 
1603512093636,3,-16.996765,0.0,65.8123 
1603512093640,1,0.5144501,1.9190369,9.956543 
1603512093640,2,-0.15351868,0.1418457,0.06890869 
1603512093643,1,0.4857483,1.9238281,9.949356 
1603512093643,2,-0.13642883,0.1418457,0.06401062 
1603512093645,1,0.4857483,1.9262238,9.942184 
1603512093645,2,-0.12174988,0.13452148,0.06034851 
1603512093648,1,0.4737854,1.9190369,9.942184 
1603512093648,2,-0.10710144,0.12840271,0.0554657 
1603512093650,1,0.46899414,1.9405823,9.944565 
1603512093650,2,-0.088775635,0.122299194,0.049362183 
1603512093653,1,0.45224,1.9405823,9.908676 
1603512093652,2,-0.06677246,0.11253357,0.04446411 
1603512093654,1,0.43310547,1.9381866,9.899109 
1603512093655,2,-0.044784546,0.10519409,0.034698486 
1603512093657,1,0.39959717,1.9405823,9.887146 
1603512093657,2,-0.028900146,0.09664917,0.031036377 
1603512093659,1,0.38285828,1.9381866,9.887146 
1603512093659,2,-0.008132935,0.08930969,0.021255493 
1603512093656,3,-16.996765,-0.5203247,65.8123 
1603512093662,1,0.34457397,1.9286194,9.858429 
1603512093661,2,0.012634277,0.07710266,0.015151978 
1603512093664,1,0.33021545,1.9118652,9.829712 
1603512093664,2,0.030960083,0.06365967,0.0053710938 
1603512093666,1,0.32781982,1.8855438,9.800995 
1603512093667,2,0.052947998,0.05267334,0.0029296875 
1603512093669,1,0.30389404,1.8879395,9.757935 
1603512093669,2,0.06271362,0.03678894,-0.005630493 
1603512093671,1,0.3062744,1.8759766,9.736389 
1603512093671,2,0.076156616,0.023345947,-0.009277344 
1603512093673,1,0.31585693,1.8807526,9.698105 
1603512093673,2,0.09202576,0.0062408447,-0.015396118 
1603512093676,1,0.3254242,1.8879395,9.669403 
1603512093676,2,0.09812927,-0.009628296,-0.019058228 
1603512093678,1,0.31106567,1.9094696,9.652649 
1603512093678,2,0.107910156,-0.026733398,-0.021499634 
1603512093676,3,-16.65001,-0.17318726,65.64369 
1603512093681,1,0.31585693,1.9190369,9.643082 
1603512093681,2,0.11645508,-0.03529358,-0.023956299 
1603512093683,1,0.34217834,1.9381866,9.628723 
1603512093682,2,0.12135315,-0.05116272,-0.026397705 
1603512093685,1,0.36131287,1.9477539,9.604797 
1603512093685,2,0.13111877,-0.062164307,-0.030044556 
1603512093688,1,0.37806702,1.9669037,9.611969 
1603512093687,2,0.14089966,-0.07559204,-0.032485962 
1603512093689,1,0.38285828,1.9884338,9.607178 
1603512093690,2,0.15066528,-0.08781433,-0.037384033 
1603512093692,1,0.38285828,1.9980011,9.59761 
1603512093692,2,0.15922546,-0.09515381,-0.038604736 
1603512093694,1,0.41635132,2.0219421,9.595215 
1603512093694,2,0.16532898,-0.10858154,-0.045928955 
1603512093697,1,0.4355011,2.0410767,9.561722 
1603512093697,2,0.1714325,-0.11714172,-0.053253174 
1603512093699,1,0.45224,2.0865479,9.542572 
1603512093699,2,0.17755127,-0.12814331,-0.058151245 
1603512093696,3,-16.47644,-0.17318726,65.30609 
1603512093702,1,0.48095703,2.0937195,9.547363 
1603512093701,2,0.17633057,-0.14157104,-0.061798096 
1603512093703,1,0.4857483,2.100891,9.554535 
1603512093704,2,0.1750946,-0.14891052,-0.06668091 
1603512093706,1,0.4785614,2.1128693,9.547363 
1603512093706,2,0.1726532,-0.15745544,-0.07156372 
1603512093708,1,0.48335266,2.120041,9.544968 
1603512093709,2,0.17021179,-0.15499878,-0.07524109 
1603512093711,1,0.4857483,2.0937195,9.5354 
1603512093711,2,0.15800476,-0.15379333,-0.07647705 
1603512093713,1,0.4905243,2.0697937,9.525833 
1603512093714,2,0.15066528,-0.15255737,-0.07524109 
1603512093715,1,0.49771118,2.0697937,9.521042 
1603512093716,2,0.13601685,-0.13302612,-0.074020386 
1603512093717,1,0.49531555,2.074585,9.501892 
1603512093718,2,0.123794556,-0.12690735,-0.074020386 
1603512093716,3,-16.47644,-0.34675598,65.47508 
1603512093720,1,0.5312042,2.0817566,9.504288 
1603512093720,2,0.10913086,-0.113464355,-0.06668091 
1603512093722,1,0.550354,2.0865479,9.501892 
1603512093722,2,0.08592224,-0.09637451,-0.06303406 
1603512093725,1,0.5694885,2.1056824,9.506683 
1603512093724,2,0.06391907,-0.07559204,-0.05569458 
1603512093727,1,0.59580994,2.0865479,9.51387 
1603512093727,2,0.044403076,-0.0597229,-0.053253174 
1603512093730,1,0.6053772,2.0865479,9.518646 
1603512093729,2,0.022399902,-0.04017639,-0.045928955 
1603512093732,1,0.62213135,2.0985107,9.549759 
1603512093732,2,4.119873E-4,-0.018173218,-0.038604736 
1603512093734,1,0.6197357,2.1248322,9.561722 
1603512093734,2,-0.019134521,-0.0022888184,-0.031280518 
1603512093736,1,0.63409424,2.1128693,9.588043 
1603512093736,2,-0.03501892,0.009902954,-0.025161743 
1603512093739,1,0.65563965,2.1176453,9.635895 
1603512093738,2,-0.06188965,0.020904541,-0.017837524 
1603512093736,3,-16.303253,0.0,65.47508 
1603512093741,1,0.6795654,2.1152496,9.655045 
1603512093741,2,-0.07411194,0.029464722,-0.012954712 
1603512093743,1,0.68673706,2.1272125,9.705292 
1603512093743,2,-0.08998108,0.037994385,-0.0068359375 
1603512093746,1,0.7010956,2.1176453,9.745972 
