*********************************************************************************
Sensor Log file is generated using GNSS/IMU Logger (Version v1.0.0.0)
Sensor Flag- 1 : Accelerometer [m/s2]  2: Gyroscope [rad/s]  3: Magnetometer [μT]
UNIX Epoch timestamp,sensor Flag,x-axis,y-axis,z-axis
*********************************************************************************
1603503881325,1,-0.105285645,0.5862427,9.887146 
1603503881325,2,-0.03126526,0.0032653809,0.005645752 
1603503881327,1,-0.12921143,0.5742798,9.894318 
1603503881327,2,-0.030044556,0.004470825,0.006866455 
1603503881325,3,-15.089035,-11.7939,65.30609 
1603503881330,1,-0.14117432,0.5790558,9.9015045 
1603503881330,2,-0.02760315,-4.119873E-4,0.0032043457 
1603503881332,1,-0.1531372,0.5623169,9.9015045 
1603503881332,2,-0.02027893,-4.119873E-4,0.004425049 
1603503881334,1,-0.1531372,0.5431671,9.911072 
1603503881334,2,-0.017837524,-0.0052948,0.0032043457 
1603503881336,1,-0.13639832,0.5359955,9.923035 
1603503881337,2,-0.019058228,-0.007736206,0.0019836426 
1603503881339,1,-0.124420166,0.55752563,9.939789 
1603503881339,2,-0.012939453,-0.011398315,0.0019836426 
1603503881341,1,-0.093322754,0.5623169,9.932602 
1603503881342,2,-0.010498047,-0.012619019,-0.0029144287 
1603503881344,1,-0.090927124,0.5670929,9.937393 
1603503881343,2,-0.009277344,-0.0138549805,-0.004119873 
1603503881346,1,-0.086135864,0.55992126,9.937393 
1603503881345,2,-0.008056641,-0.015060425,-0.007797241 
1603503881348,1,-0.088531494,0.5742798,9.92543 
1603503881348,2,-0.0031738281,-0.015060425,-0.007797241 
1603503881345,3,-15.262222,-11.967468,65.30609 
1603503881350,1,-0.088531494,0.55513,9.9062805 
1603503881351,2,-0.001953125,-0.011398315,-0.011459351 
1603503881353,1,-0.086135864,0.5407715,9.908676 
1603503881353,2,-0.008056641,-0.010177612,-0.012680054 
1603503881355,1,-0.086135864,0.55992126,9.9039 
1603503881355,2,-0.0068359375,-0.016296387,-0.012680054 
1603503881358,1,-0.086135864,0.550354,9.899109 
1603503881357,2,-0.0043945312,-0.022384644,-0.011459351 
1603503881360,1,-0.086135864,0.55752563,9.9062805 
1603503881360,2,-0.001953125,-0.022384644,-0.010238647 
1603503881362,1,-0.086135864,0.5694885,9.9039 
1603503881362,2,-0.0056152344,-0.022384644,-0.010238647 
1603503881365,1,-0.086135864,0.5766754,9.911072 
1603503881365,2,-0.0043945312,-0.022384644,-0.009002686 
1603503881367,1,-0.086135864,0.5862427,9.899109 
1603503881367,2,-0.0031738281,-0.0211792,-0.010238647 
1603503881365,3,-15.608978,-11.447144,64.96849 
1603503881369,1,-0.086135864,0.59103394,9.889542 
1603503881369,2,-0.008056641,-0.018737793,-0.011459351 
1603503881371,1,-0.06700134,0.5623169,9.889542 
1603503881372,2,-0.0043945312,-0.017501831,-0.012680054 
1603503881374,1,-0.06460571,0.5694885,9.887146 
1603503881374,2,-0.012939453,-0.011398315,-0.009002686 
1603503881377,1,-0.047851562,0.5886383,9.887146 
1603503881376,2,-0.016616821,-0.010177612,-0.007797241 
1603503881379,1,-0.052642822,0.59103394,9.872787 
1603503881379,2,-0.017837524,-0.010177612,-0.013900757 
1603503881381,1,-0.071777344,0.6006012,9.865616 
1603503881381,2,-0.021499634,-0.007736206,-0.010238647 
1603503881384,1,-0.086135864,0.6053772,9.841675 
1603503881383,2,-0.02394104,-0.006500244,-0.010238647 
1603503881386,1,-0.086135864,0.59820557,9.841675 
1603503881385,2,-0.02394104,-0.007736206,-0.011459351 
1603503881388,1,-0.086135864,0.59820557,9.846466 
1603503881388,2,-0.025161743,-0.00894165,-0.009002686 
1603503881385,3,-15.608978,-11.447144,64.79988 
1603503881390,1,-0.086135864,0.5886383,9.879959 
1603503881390,2,-0.030044556,-0.0138549805,-0.007797241 
1603503881392,1,-0.086135864,0.5814514,9.887146 
1603503881393,2,-0.034942627,-0.012619019,-0.010238647 
1603503881395,1,-0.086135864,0.5670929,9.887146 
1603503881394,2,-0.033706665,-0.012619019,-0.007797241 
1603503881397,1,-0.086135864,0.550354,9.887146 
1603503881397,2,-0.033706665,-0.012619019,-0.0065612793 
1603503881400,1,-0.086135864,0.5312042,9.887146 
1603503881399,2,-0.03250122,-0.015060425,-0.0065612793 
1603503881402,1,-0.086135864,0.5359955,9.887146 
1603503881402,2,-0.034942627,-0.016296387,-0.0065612793 
1603503881404,1,-0.086135864,0.5240326,9.899109 
1603503881404,2,-0.02760315,-0.02482605,-0.004119873 
1603503881407,1,-0.086135864,0.5359955,9.9039 
1603503881406,2,-0.026382446,-0.022384644,-0.0029144287 
1603503881405,3,-15.608978,-12.1406555,64.79988 
1603503881409,1,-0.086135864,0.5312042,9.92543 
1603503881409,2,-0.02394104,-0.02482605,7.6293945E-4 
1603503881412,1,-0.086135864,0.5359955,9.915863 
1603503881411,2,-0.016616821,-0.02482605,7.6293945E-4 
1603503881414,1,-0.086135864,0.550354,9.908676 
1603503881414,2,-0.012939453,-0.026062012,0.0019836426 
1603503881416,1,-0.086135864,0.5407715,9.915863 
1603503881416,2,-0.008056641,-0.026062012,7.6293945E-4 
1603503881419,1,-0.086135864,0.5479584,9.896713 
1603503881418,2,-7.324219E-4,-0.03338623,7.6293945E-4 
1603503881421,1,-0.086135864,0.5407715,9.896713 
1603503881420,2,0.0017089844,-0.034622192,7.6293945E-4 
1603503881423,1,-0.086135864,0.5359955,9.889542 
1603503881423,2,0.0029449463,-0.0370636,-4.7302246E-4 
1603503881426,1,-0.086135864,0.5240326,9.887146 
1603503881425,2,0.0029449463,-0.039505005,-0.0029144287 
1603503881428,1,-0.086135864,0.5312042,9.894318 
1603503881427,2,0.012710571,-0.04560852,-4.7302246E-4 
