# 
# Header Description:
# 
# Version: v1.0.0.0 Platform: 8.0.0 Manufacturer: samsung Model: SAMSUNG-SM-G891A
# 
# Raw,ElapsedRealtimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,CarrierFrequencyHz
# 
# Fix,Provider,Latitude,Longitude,Altitude,Speed,Accuracy,(UTC)TimeInMs
# 
# Nav,Svid,Type,Status,MessageId,Sub-messageId,Data(Bytes)
# 
Fix,gps,-41.242767,174.787052,205.000000,0.000000,3.216000,1603513881000
Fix,gps,-41.242767,174.787052,206.000000,0.230000,3.216000,1603513882000
Fix,gps,-41.242767,174.787052,206.000000,0.000000,3.216000,1603513883000
Fix,gps,-41.242769,174.787051,207.000000,0.240000,3.216000,1603513884000
Fix,gps,-41.242770,174.787047,207.000000,0.360000,3.216000,1603513885000
Fix,gps,-41.242769,174.787040,207.000000,0.590000,3.216000,1603513886000
Fix,gps,-41.242766,174.787035,204.000000,0.720000,3.216000,1603513887000
Fix,gps,-41.242762,174.787039,203.000000,0.000000,3.216000,1603513888000
Fix,gps,-41.242758,174.787041,202.000000,0.440000,3.216000,1603513889000
Fix,gps,-41.242755,174.787046,200.000000,0.000000,3.216000,1603513890000
Fix,gps,-41.242754,174.787050,201.000000,0.000000,3.216000,1603513891000
Fix,gps,-41.242753,174.787051,200.000000,0.000000,3.216000,1603513892000
Fix,gps,-41.242752,174.787051,200.000000,0.000000,3.216000,1603513893000
Fix,gps,-41.242753,174.787052,200.000000,0.000000,3.216000,1603513894000
Fix,gps,-41.242752,174.787052,200.000000,0.000000,3.216000,1603513895000
Fix,gps,-41.242752,174.787052,199.000000,0.000000,3.216000,1603513896000
Fix,gps,-41.242754,174.787052,200.000000,0.000000,3.216000,1603513897000
Fix,gps,-41.242754,174.787053,200.000000,0.000000,3.216000,1603513898000
Fix,gps,-41.242754,174.787053,200.000000,0.000000,3.216000,1603513899000
Fix,gps,-41.242754,174.787053,200.000000,0.000000,3.216000,1603513900000
Fix,gps,-41.242754,174.787053,200.000000,0.000000,3.216000,1603513901000
Fix,gps,-41.242752,174.787053,200.000000,0.220000,3.216000,1603513902000
Fix,gps,-41.242750,174.787055,199.000000,0.000000,3.216000,1603513903000
Fix,gps,-41.242748,174.787058,199.000000,0.440000,3.216000,1603513904000
Fix,gps,-41.242747,174.787062,200.000000,0.180000,3.216000,1603513905000
Fix,gps,-41.242750,174.787064,200.000000,0.000000,3.216000,1603513906000
Fix,gps,-41.242751,174.787066,199.000000,0.000000,3.216000,1603513907000
Fix,gps,-41.242752,174.787066,199.000000,0.000000,3.216000,1603513908000
Fix,gps,-41.242752,174.787066,200.000000,0.150000,3.216000,1603513909000
Fix,gps,-41.242751,174.787066,200.000000,0.160000,3.216000,1603513910000
Fix,gps,-41.242751,174.787064,200.000000,0.230000,3.216000,1603513911000
Fix,gps,-41.242751,174.787063,200.000000,0.000000,3.216000,1603513912000
Fix,gps,-41.242751,174.787063,200.000000,0.170000,3.216000,1603513913000
Fix,gps,-41.242749,174.787062,200.000000,0.230000,3.216000,1603513914000
Fix,gps,-41.242746,174.787062,200.000000,0.280000,3.216000,1603513915000
Fix,gps,-41.242744,174.787061,200.000000,0.000000,3.216000,1603513916000
Fix,gps,-41.242744,174.787060,199.000000,0.000000,3.216000,1603513917000
Fix,gps,-41.242743,174.787058,198.000000,0.000000,3.216000,1603513918000
Fix,gps,-41.242743,174.787057,198.000000,0.000000,3.216000,1603513919000
Fix,gps,-41.242742,174.787056,198.000000,0.210000,3.216000,1603513920000
